Gene.Symbol	cell_type
SMAD3	Myocytes
SMAP1	Myocytes
SMAP2	T.cells.CD8
SMARCC1	Endothelial.cells
SMC1A	Myocytes
SMC4	Malignant.cells
SMCHD1	T.cells.CD4
SMIM12	Dendritic.cells
SMIM3	Mast.cells
SMNDC1	Mast.cells
SMOC2	CAFs
SMOX	Endothelial.cells
SMPDL3B	B.cells
SMPX	Myocytes
SMS	Dendritic.cells
SMUG1	B.cells
SMYD1	Myocytes
SMYD2	Malignant.cells
SMYD3	Mast.cells
SMYD4	Myocytes
SNAI1	Endothelial.cells
SNAI2	Malignant.cells
SNAI3	Macrophages
SNAP25	Endothelial.cells
SNAPC2	Dendritic.cells
SNCA	Macrophages
SNCG	Endothelial.cells
SNHG6	Malignant.cells
SNHG7	Endothelial.cells
SNN	Mast.cells
SNORA61	T.cells.CD8
SNORA63	Dendritic.cells
SNORA67	Mast.cells
SNORA70	B.cells
SNORA81	Dendritic.cells
SNORD10	T.cells.CD8
SNRK	Endothelial.cells
SNRNP25	Myocytes
SNRNP40	Mast.cells
SNRNP70	Endothelial.cells
SNRPA	Malignant.cells
SNRPC	Myocytes
SNRPD1	Malignant.cells
SNUPN	Malignant.cells
SNX10	Macrophages
SNX11	Macrophages
SNX14	Mast.cells
SNX2	Dendritic.cells
SNX8	Macrophages
SNX9	T.cells.CD8
SOAT1	T.cells.CD8
SOCS1	T.cells.CD4
SOCS5	Endothelial.cells
SOD3	CAFs
SORBS1	CAFs
SORBS2	CAFs
SORBS3	Endothelial.cells
SORL1	T.cells.CD8
SOX15	Malignant.cells
SOX4	CAFs
SP1	Myocytes
SP110	T.cells.CD4
SP3	Dendritic.cells
SPAG4	B.cells
SPARC	Endothelial.cells
SPARCL1	CAFs
SPATS2	B.cells
SPECC1	Mast.cells
SPECC1L	CAFs
SPG21	Macrophages
SPG7	Endothelial.cells
SPHK1	Macrophages
SPI1	Macrophages
SPIN1	CAFs
SPINT1	Malignant.cells
SPINT2	Malignant.cells
SPN	T.cells.CD8
SPNS1	Endothelial.cells
SPOCK2	T.cells.CD4
SPON2	Myocytes
SPPL2A	Dendritic.cells
SPR	Endothelial.cells
SPRED2	Dendritic.cells
SPRR1B	Malignant.cells
SPRY1	Endothelial.cells
SPRY4	Endothelial.cells
SPTB	Myocytes
SPTBN1	Endothelial.cells
SPTY2D1	B.cells
SQLE	Malignant.cells
SRD5A1	Malignant.cells
SRD5A3	Dendritic.cells
SRGN	Mast.cells
SRPK1	Myocytes
SRPK3	Myocytes
SRPRB	B.cells
SRPX	CAFs
SRPX2	CAFs
SRRT	T.cells.CD8
SRSF12	Dendritic.cells
SS18L2	T.cells.CD4
SSBP2	CAFs
SSH1	Endothelial.cells
SSR4	B.cells
SSSCA1	Endothelial.cells
ST14	Malignant.cells
ST3GAL1	T.cells.CD4
ST3GAL4	Mast.cells
ST3GAL6	Dendritic.cells
ST6GAL1	B.cells
ST6GALNAC2	Malignant.cells
ST6GALNAC3	Endothelial.cells
ST6GALNAC4	B.cells
ST6GALNAC6	T.cells.CD8
ST7	Mast.cells
ST7L	Mast.cells
ST8SIA4	Dendritic.cells
STAB1	Macrophages
STAC3	Myocytes
STAM	T.cells.CD4
STAM2	Dendritic.cells
STAMBP	Dendritic.cells
STAP1	B.cells
STAP2	Malignant.cells
STARD10	Myocytes
STARD13	Macrophages
STARD3	Endothelial.cells
STARD3NL	Mast.cells
STARD5	B.cells
STARD8	Macrophages
STAT4	T.cells.CD8
STAT5A	T.cells.CD8
STC1	Endothelial.cells
STC2	Endothelial.cells
STEAP1	CAFs
STEAP3	Myocytes
STK10	T.cells.CD4
STK17B	T.cells.CD4
STK19	CAFs
STK4	Dendritic.cells
STMN1	Malignant.cells
STON2	Malignant.cells
STRADB	Endothelial.cells
STRIP1	T.cells.CD8
STRIP2	Dendritic.cells
STT3A	B.cells
STUB1	B.cells
STX10	Malignant.cells
STX11	Macrophages
STX16	T.cells.CD4
STX17	Mast.cells
STX18	B.cells
STX2	Endothelial.cells
STX4	Dendritic.cells
STX5	B.cells
STX7	Dendritic.cells
STXBP2	Macrophages
STXBP3	T.cells.CD4
STYX	T.cells.CD4
STYXL1	Myocytes
SUCLA2	CAFs
SUCLG2	T.cells.CD8
SULF1	CAFs
SULT1A1	Macrophages
SULT1C4	Endothelial.cells
SUMO1P3	Myocytes
SUN2	T.cells.CD8
SUOX	Mast.cells
SUPT7L	Dendritic.cells
SURF1	B.cells
SURF2	Malignant.cells
SURF6	Endothelial.cells
SUSD1	Mast.cells
SUSD2	CAFs
SUSD3	T.cells.CD4
SUSD5	CAFs
SVIP	Mast.cells
SYBU	Endothelial.cells
SYK	Macrophages
SYNE1	Myocytes
SYNE2	T.cells.CD8
SYNGR1	B.cells
SYNPO2	Myocytes
SYNPO2L	Myocytes
SYPL2	Myocytes
SYS1	B.cells
SYT11	T.cells.CD8
SYTL1	Malignant.cells
SYTL2	T.cells.CD8
SYTL3	T.cells.CD8
SYVN1	B.cells
TACC3	T.cells.CD4
TACSTD2	Malignant.cells
TAF11	Myocytes
TAF12	CAFs
TAF3	Macrophages
TAF6	Endothelial.cells
TAF9B	Myocytes
TAGAP	B.cells
TAGLN	CAFs
TAOK3	Mast.cells
TARBP2	Endothelial.cells
TARP	T.cells.CD8
TAS1R3	B.cells
TASP1	CAFs
TATDN1	Malignant.cells
TATDN3	T.cells.CD4
TAZ	B.cells
TBC1D10C	T.cells.CD8
TBC1D14	Mast.cells
TBC1D15	T.cells.CD4
TBC1D17	Macrophages
TBC1D22A	Macrophages
TBC1D24	Myocytes
TBC1D4	Dendritic.cells
TBC1D8	Dendritic.cells
TBC1D9	B.cells
TBCC	T.cells.CD8
TBCD	T.cells.CD8
TBL2	B.cells
TBRG1	Myocytes
TBX15	Myocytes
TBXAS1	Macrophages
TC2N	T.cells.CD4
TCAP	Myocytes
TCEA3	Myocytes
TCEAL1	Myocytes
TCEAL3	CAFs
TCEAL7	CAFs
TCEAL8	CAFs
TCF4	Endothelial.cells
TCN2	Macrophages
TCOF1	Malignant.cells
TCTA	Myocytes
TCTN3	B.cells
TDG	T.cells.CD8
TEAD1	Myocytes
TEK	Endothelial.cells
TEKT4P2	Macrophages
TEN1	Dendritic.cells
TENC1	Endothelial.cells
TERF1	T.cells.CD8
TERF2IP	T.cells.CD8
TESPA1	Mast.cells
TET2	Macrophages
TFB1M	Dendritic.cells
TFB2M	Endothelial.cells
TFPI	Endothelial.cells
TGFB1I1	CAFs
TGFB3	CAFs
TGFBI	Malignant.cells
TGFBR1	Dendritic.cells
TGFBR2	Endothelial.cells
TGIF2	Endothelial.cells
TGM1	Malignant.cells
TGM2	Endothelial.cells
THADA	B.cells
THAP4	Macrophages
THBD	Macrophages
THBS1	CAFs
THBS2	CAFs
THBS3	CAFs
THBS4	CAFs
THEMIS	T.cells.CD8
THEMIS2	B.cells
THOC3	Malignant.cells
THOC7	Myocytes
THTPA	Myocytes
THYN1	T.cells.CD8
TIAL1	T.cells.CD8
TICAM1	Dendritic.cells
TIE1	Endothelial.cells
TIFA	B.cells
TIFAB	Macrophages
TIGIT	T.cells.CD4
TIMM22	Malignant.cells
TIMM44	Myocytes
TIMP1	CAFs
TIMP2	CAFs
TIMP3	Endothelial.cells
TINAGL1	Endothelial.cells
TIPARP	Mast.cells
TK1	Malignant.cells
TLR1	Macrophages
TLR2	Macrophages
TLR4	Macrophages
TM2D3	Dendritic.cells
TM4SF1	Endothelial.cells
TM4SF18	Endothelial.cells
TM4SF19	Malignant.cells
TM6SF1	Macrophages
TM9SF1	Endothelial.cells
TM9SF4	Mast.cells
TMC6	T.cells.CD4
TMC8	T.cells.CD8
TMCC3	Dendritic.cells
TMED1	Endothelial.cells
TMED3	B.cells
TMEM104	Macrophages
TMEM106A	Macrophages
TMEM106C	CAFs
TMEM107	Macrophages
TMEM120A	CAFs
TMEM140	B.cells
TMEM141	Malignant.cells
TMEM14A	CAFs
TMEM150A	Macrophages
TMEM154	Mast.cells
TMEM156	B.cells
TMEM159	CAFs
TMEM164	Dendritic.cells
TMEM170A	Macrophages
TMEM173	T.cells.CD4
TMEM175	Endothelial.cells
TMEM176A	Dendritic.cells
TMEM176B	Macrophages
TMEM189	Dendritic.cells
TMEM199	Malignant.cells
TMEM2	T.cells.CD4
TMEM204	Endothelial.cells
TMEM208	B.cells
TMEM214	Endothelial.cells
TMEM234	Dendritic.cells
TMEM243	T.cells.CD4
TMEM251	Malignant.cells
TMEM254	Malignant.cells
TMEM255B	Endothelial.cells
TMEM256	B.cells
TMEM259	Dendritic.cells
TMEM37	Macrophages
TMEM38A	Myocytes
TMEM38B	Myocytes
TMEM39B	Endothelial.cells
TMEM40	Malignant.cells
TMEM41A	Dendritic.cells
TMEM43	CAFs
TMEM44	Mast.cells
TMEM45A	Malignant.cells
TMEM47	CAFs
TMEM5	Macrophages
TMEM54	Malignant.cells
TMEM55A	Myocytes
TMEM56	Myocytes
TMEM63B	Myocytes
TMEM70	B.cells
TMEM79	Malignant.cells
TMEM80	Myocytes
TMEM88	Endothelial.cells
TMEM98	CAFs
TMF1	T.cells.CD8
TMOD1	CAFs
TMOD3	Mast.cells
TMPO	T.cells.CD4
TMPRSS4	Malignant.cells
TMUB1	T.cells.CD8
TMUB2	Dendritic.cells
TMX4	T.cells.CD8
TNC	CAFs
TNF	Macrophages
TNFAIP1	Endothelial.cells
TNFAIP6	CAFs
TNFAIP8	Dendritic.cells
TNFAIP8L2.SCNM1	T.cells.CD4
TNFAIP8L3	CAFs
TNFRSF10D	Endothelial.cells
TNFRSF12A	Malignant.cells
TNFRSF13B	B.cells
TNFRSF17	B.cells
TNFRSF18	T.cells.CD4
TNFRSF1B	T.cells.CD8
TNFRSF25	T.cells.CD4
TNFRSF4	T.cells.CD4
TNFRSF6B	Endothelial.cells
TNFRSF9	Dendritic.cells
TNFSF10	Malignant.cells
TNFSF13	Macrophages
TNFSF13B	Macrophages
TNFSF8	T.cells.CD4
TNFSF9	T.cells.CD8
TNIK	Mast.cells
TNIP3	T.cells.CD8
TNNC1	Myocytes
TNNC2	Myocytes
TNNI1	Myocytes
TNNI2	Myocytes
TNNT1	Myocytes
TNNT3	Myocytes
TNPO2	Malignant.cells
TNS1	CAFs
TNS4	Malignant.cells
TOM1	Macrophages
TOMM22	T.cells.CD4
TOMM34	Dendritic.cells
TOR1A	Dendritic.cells
TOR2A	Macrophages
TOR3A	B.cells
TOX	T.cells.CD8
TP53BP1	Myocytes
TP53BP2	Mast.cells
TP53I11	Endothelial.cells
TP53I13	Mast.cells
TP53I3	Endothelial.cells
TP53INP1	B.cells
TP53TG1	Malignant.cells
TP63	Malignant.cells
TPBG	Malignant.cells
TPCN1	Mast.cells
TPD52	B.cells
TPD52L1	Endothelial.cells
TPM1	Myocytes
TPM2	Myocytes
TPO	Endothelial.cells
TPPP3	CAFs
TPSAB1	Mast.cells
TPSB2	Mast.cells
TPSD1	Mast.cells
TPSG1	Mast.cells
TPST1	Malignant.cells
TPST2	Mast.cells
TPT1.AS1	B.cells
TPX2	Malignant.cells
TRADD	T.cells.CD4
TRAF1	Dendritic.cells
TRAF2	Myocytes
TRAF3IP3	T.cells.CD4
TRAF5	T.cells.CD8
TRAF7	Myocytes
TRAFD1	Dendritic.cells
TRAM2	B.cells
TRAP1	Myocytes
TRAPPC10	Dendritic.cells
TRAPPC2P1	Mast.cells
TRAPPC4	Dendritic.cells
TRAT1	T.cells.CD8
TRDN	Myocytes
TREM1	Macrophages
TREM2	Macrophages
TREX1	Endothelial.cells
TRIB1	B.cells
TRIM13	Myocytes
TRIM14	T.cells.CD4
TRIM16	Malignant.cells
TRIM22	T.cells.CD4
TRIM26	Endothelial.cells
TRIM27	Myocytes
TRIM29	Malignant.cells
TRIM54	Myocytes
TRIM55	Myocytes
TRIM59	T.cells.CD8
TRIM63	Myocytes
TRIOBP	Endothelial.cells
TRIP12	Mast.cells
TRIP4	Dendritic.cells
TRMT1	Malignant.cells
TRO	Mast.cells
TROAP	Malignant.cells
TROVE2	CAFs
TRPM4	Endothelial.cells
TRPT1	Myocytes
TRPV2	CAFs
TRPV3	B.cells
TRUB2	Myocytes
TSC2	Myocytes
TSC22D1	Mast.cells
TSEN34	Macrophages
TSEN54	Mast.cells
TSPAN1	Malignant.cells
TSPAN12	Endothelial.cells
TSPAN13	B.cells
TSPAN15	Endothelial.cells
TSPAN6	Malignant.cells
TSPAN7	Endothelial.cells
TSPYL2	T.cells.CD4
TSPYL4	Mast.cells
TSR1	Endothelial.cells
TSR2	Dendritic.cells
TSTA3	Malignant.cells
TTC19	T.cells.CD4
TTC27	Mast.cells
TTC39C	T.cells.CD4
TTF1	Myocytes
TTI1	Mast.cells
TTLL3	Dendritic.cells
TTN	Myocytes
TTYH2	Endothelial.cells
TTYH3	Macrophages
TUBA1C	Dendritic.cells
TUBA4A	T.cells.CD8
TUBB2A	Dendritic.cells
TUBB2B	Dendritic.cells
TUBGCP2	Myocytes
TUBGCP3	Macrophages
TUBGCP6	Myocytes
TULP4	Myocytes
TUT1	Endothelial.cells
TWISTNB	Malignant.cells
TXK	T.cells.CD4
TXLNB	Myocytes
TXLNG	B.cells
TXN	Dendritic.cells
TXNDC11	B.cells
TXNDC15	B.cells
TXNDC5	B.cells
TXNDC9	Malignant.cells
TYK2	Dendritic.cells
TYMS	Malignant.cells
TYROBP	Macrophages
U2AF1L4	Endothelial.cells
UBA2	Endothelial.cells
UBA5	B.cells
UBA7	T.cells.CD4
UBAC1	Myocytes
UBAC2	T.cells.CD8
UBD	Dendritic.cells
UBE2C	Malignant.cells
UBE2D1	Dendritic.cells
UBE2D4	Mast.cells
UBE2E2	Dendritic.cells
UBE2E3	B.cells
UBE2F	Dendritic.cells
UBE2H	B.cells
UBE2J1	B.cells
UBE2T	Malignant.cells
UBE2V2	Malignant.cells
UBE4B	Myocytes
UBL3	B.cells
UBQLN2	Dendritic.cells
UBXN11	Mast.cells
UCHL3	Malignant.cells
UCHL5	Malignant.cells
UCK1	Myocytes
UCKL1	Myocytes
UCP2	Dendritic.cells
UFSP2	B.cells
UHRF2	Endothelial.cells
ULBP2	Malignant.cells
ULK3	Macrophages
UNC13D	Mast.cells
UNC45B	Myocytes
UNC93B1	Macrophages
UPF2	B.cells
UPF3B	Macrophages
UPP1	Macrophages
URGCP	Macrophages
UROS	Endothelial.cells
USB1	Malignant.cells
USF1	B.cells
USF2	Myocytes
USHBP1	Endothelial.cells
USP12	Endothelial.cells
USP14	Mast.cells
USP19	Myocytes
USP2	Myocytes
USP20	T.cells.CD8
USP34	Macrophages
USP36	T.cells.CD4
USP38	Mast.cells
USP39	Endothelial.cells
USP47	Dendritic.cells
USP48	B.cells
USP54	Myocytes
UTP11L	Myocytes
UTP18	Endothelial.cells
UTP23	T.cells.CD8
UVRAG	Dendritic.cells
VAMP5	Endothelial.cells
VARS	B.cells
VASH1	Macrophages
VASN	CAFs
VAT1	Mast.cells
VCAM1	T.cells.CD8
VCAN	Macrophages
VCL	CAFs
VMO1	Macrophages
VOPP1	Dendritic.cells
VPS36	Myocytes
VPS37B	T.cells.CD8
VPS4B	T.cells.CD8
VPS52	Endothelial.cells
VPS72	Myocytes
VPS8	Macrophages
VRK1	Malignant.cells
VRK3	Dendritic.cells
VSIG2	Endothelial.cells
VSIG4	Macrophages
VSNL1	Malignant.cells
VSTM4	CAFs
VTI1A	Macrophages
VTRNA1.3	Endothelial.cells
VWA5A	Mast.cells
VWF	Endothelial.cells
WAC.AS1	Malignant.cells
WASH1	T.cells.CD8
WASH7P	Myocytes
WBP1L	Myocytes
WBP5	Endothelial.cells
WDR25	Myocytes
WDR34	Malignant.cells
WDR4	Malignant.cells
WDR48	Dendritic.cells
WDR54	T.cells.CD8
WDR59	Myocytes
WDR74	T.cells.CD4
WDR77	Mast.cells
WDR81	Macrophages
WDR83	Malignant.cells
WFDC2	Malignant.cells
WFS1	B.cells
WHSC1	Dendritic.cells
WHSC1L1	T.cells.CD8
WIPF1	T.cells.CD8
WIPI1	B.cells
WNK1	T.cells.CD8
WWP2	Endothelial.cells
WWTR1	Endothelial.cells
XBP1	B.cells
XKR8	B.cells
XKR9	T.cells.CD4
XPC	T.cells.CD8
XPO1	Dendritic.cells
XPO6	T.cells.CD4
XRN1	B.cells
XRN2	Myocytes
YIF1B	Macrophages
YIPF1	B.cells
YIPF4	Dendritic.cells
YIPF5	B.cells
YTHDC1	T.cells.CD4
YWHAH	Endothelial.cells
YY1	Dendritic.cells
ZAK	CAFs
ZAP70	T.cells.CD4
ZBP1	B.cells
ZBTB1	T.cells.CD8
ZBTB10	Dendritic.cells
ZBTB17	Endothelial.cells
ZBTB2	CAFs
ZBTB21	B.cells
ZBTB3	T.cells.CD4
ZBTB48	Mast.cells
ZC3H12D	T.cells.CD4
ZC3H14	Mast.cells
ZC3H18	Endothelial.cells
ZC3H3	Macrophages
ZC3H7A	Dendritic.cells
ZCCHC10	Endothelial.cells
ZCCHC11	T.cells.CD4
ZCCHC4	Endothelial.cells
ZCCHC6	Macrophages
ZCCHC7	B.cells
ZDHHC12	Dendritic.cells
ZDHHC17	Dendritic.cells
ZDHHC4	CAFs
ZDHHC6	Mast.cells
ZEB2	Mast.cells
ZER1	Endothelial.cells
ZFAND2A	B.cells
ZFAND2B	T.cells.CD8
ZFC3H1	B.cells
ZFHX3	CAFs
ZFP106	Myocytes
ZFP36L2	T.cells.CD8
ZFP37	Myocytes
ZFYVE16	Macrophages
ZFYVE21	Endothelial.cells
ZGPAT	T.cells.CD8
ZHX2	B.cells
ZMAT5	Myocytes
ZMYM5	CAFs
ZMYND8	Mast.cells
ZNF138	Dendritic.cells
ZNF165	B.cells
ZNF211	Endothelial.cells
ZNF215	B.cells
ZNF259	T.cells.CD8
ZNF266	T.cells.CD8
ZNF267	Macrophages
ZNF274	Myocytes
ZNF281	Dendritic.cells
ZNF32	CAFs
ZNF331	T.cells.CD4
ZNF34	Endothelial.cells
ZNF358	Macrophages
ZNF385D	Endothelial.cells
ZNF394	T.cells.CD8
ZNF430	T.cells.CD8
ZNF460	B.cells
ZNF483	T.cells.CD4
ZNF490	T.cells.CD8
ZNF511	Mast.cells
ZNF524	Endothelial.cells
ZNF526	T.cells.CD8
ZNF548	Myocytes
ZNF593	Malignant.cells
ZNF597	Mast.cells
ZNF622	T.cells.CD4
ZNF644	Myocytes
ZNF652	T.cells.CD4
ZNF683	T.cells.CD8
ZNF7	Malignant.cells
ZNF750	Malignant.cells
ZNF76	Endothelial.cells
ZNF770	Myocytes
ZNF791	B.cells
ZNF793	T.cells.CD8
ZNF805	T.cells.CD4
ZNHIT3	B.cells
ZNRD1	Dendritic.cells
ZUFSP	Endothelial.cells
ZWINT	Malignant.cells
